fecha,y
15/02/2020,107.141
01/03/2020,107.254
15/03/2020,106.422
01/04/2020,105.655
15/04/2020,105.854
01/05/2020,106.167
15/05/2020,106.158
01/06/2020,106.495
15/06/2020,106.991
01/07/2020,107.371
15/07/2020,107.517
01/08/2020,107.777
15/08/2020,107.956
01/09/2020,108.132
15/09/2020,108.097
01/10/2020,108.686
15/10/2020,108.862
01/11/2020,108.91
15/11/2020,108.801
01/12/2020,109.168
15/12/2020,109.374
